trade_id,timestamp,ticker,game_id,side,order_price,fill_price,size,model_fair_value,model_ci_lower,model_ci_upper,market_spread,seconds_remaining,position_before,position_after,realized_pnl,status,created_at,filled_at,closed_at,edge,edge_pct,ci_width,mins_remaining,spread_line,matchup
1536,2025-12-07 18:22:50,KXNBASPREAD-25DEC07ORLNYK-ORL1,25DEC07ORL,buy,35.0,,3,48.367364657455845,0.4123568900341019,0.5611959825935728,6.0,1440,0,,,placed,2025-12-07 18:22:50,,,13.367364657455845,38.192470449873845,0.14883909255947092,24.0,1,ORLNY vs K
1537,2025-12-07 18:30:12,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,sell,42.0,,7,19.866374726697924,0.14028874546444886,0.26103524790464466,15.0,1440,0,,,placed,2025-12-07 18:30:12,,,22.133625273302076,52.699107793576374,0.1207465024401958,24.0,5,ORLNY vs K
1538,2025-12-07 18:30:12,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,sell,28.0,,10,11.027339828315268,0.06963349055409504,0.15632823851187,3.0,1440,0,,,placed,2025-12-07 18:30:12,,,16.97266017168473,60.61664347030261,0.08669474795777496,24.0,8,ORLNY vs K
1539,2025-12-07 18:30:13,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,sell,22.0,22.0,10,5.450505734174725,0.030719514560609652,0.0839117815883611,11.0,1440,0,-10.0,2.16,closed,2025-12-07 18:30:13,2025-12-07 13:31:41.802821,2025-12-07 14:56:36.233524,16.549494265825274,75.22497393556942,0.05319226702775145,24.0,11,ORLNY vs K
1540,2025-12-07 18:30:31,KXNBASPREAD-25DEC07ORLNYK-ORL1,25DEC07ORL,buy,33.0,,8,48.367364657455845,0.4123568900341019,0.5611959825935728,8.0,1440,0,,,placed,2025-12-07 18:30:31,,,15.367364657455845,46.567771689260134,0.14883909255947092,24.0,1,ORLNY vs K
1541,2025-12-07 18:30:31,KXNBASPREAD-25DEC07ORLNYK-ORL4,25DEC07ORL,buy,22.0,22.0,10,33.62997368984272,0.2774545617163583,0.40545576108279213,8.0,1440,0,10.0,-2.24,closed,2025-12-07 18:30:31,2025-12-07 13:31:41.805965,2025-12-07 14:56:36.357165,11.629973689842721,52.86351677201237,0.12800119936643384,24.0,4,ORLNY vs K
1542,2025-12-07 18:30:31,KXNBASPREAD-25DEC07ORLNYK-ORL7,25DEC07ORL,buy,12.0,,10,21.044893468078808,0.16875475815047525,0.26353142105706984,13.0,1440,0,,,placed,2025-12-07 18:30:31,,,9.044893468078808,75.37411223399006,0.09477666290659459,24.0,7,ORLNY vs K
1543,2025-12-07 18:30:31,KXNBASPREAD-25DEC07ORLNYK-ORL10,25DEC07ORL,buy,6.0,,10,11.748743652058257,0.0921719510962975,0.15250855458454504,12.0,1440,0,,,placed,2025-12-07 18:30:31,,,5.748743652058257,95.81239420097096,0.06033660348824754,24.0,10,ORLNY vs K
1544,2025-12-07 18:30:49,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,sell,30.0,30.0,10,11.027339828315268,0.06963349055409504,0.15632823851187,5.0,1440,0,-10.0,2.96,closed,2025-12-07 18:30:49,2025-12-07 13:31:41.807561,2025-12-07 14:56:36.542276,18.97266017168473,63.242200572282435,0.08669474795777496,24.0,8,ORLNY vs K
1545,2025-12-07 18:31:08,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,sell,57.0,,1,40.16895601535363,0.32327557289942016,0.47724498514114344,7.0,1417,-2,,,placed,2025-12-07 18:31:08,,,16.83104398464637,29.52814734148486,0.15396941224172328,23.616666666666667,2,ORLNY vs K
1546,2025-12-07 18:31:26,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,sell,48.0,48.0,5,26.14582697649288,0.19404012605516205,0.3319740488950498,7.0,1401,0,-5.0,-2.63,closed,2025-12-07 18:31:26,2025-12-07 13:32:00.275074,2025-12-07 14:56:36.712532,21.85417302350712,45.5295271323065,0.13793392283988773,23.35,5,ORLNY vs K
1547,2025-12-07 18:31:44,KXNBASPREAD-25DEC07ORLNYK-ORL4,25DEC07ORL,sell,23.0,,4,15.783378532382386,0.12417617807343373,0.20347804529027436,10.0,1381,10,,,placed,2025-12-07 18:31:44,,,7.216621467617614,31.37661507659832,0.07930186721684063,23.016666666666666,4,ORLNY vs K
1548,2025-12-07 18:31:44,KXNBASPREAD-25DEC07ORLNYK-NYK14,25DEC07ORL,sell,23.0,,10,7.031493836394073,0.04045175676851037,0.10656478868909587,13.0,1381,0,,,placed,2025-12-07 18:31:44,,,15.968506163605927,69.42828766785185,0.0661130319205855,23.016666666666666,14,ORLNY vs K
1549,2025-12-07 18:31:44,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,sell,62.0,62.0,1,53.46651899176076,0.45288137856776894,0.6070498202710964,9.0,1381,-2,-3.0,-0.39,closed,2025-12-07 18:31:44,2025-12-07 13:32:00.276918,2025-12-07 14:56:36.852613,8.533481008239242,13.763679045547164,0.1541684417033275,23.016666666666666,2,ORLNY vs K
1550,2025-12-07 18:32:02,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,sell,62.0,62.0,1,53.45337226441117,0.4525812130860745,0.6072974090314875,6.0,1366,-3,-4.0,-0.39,closed,2025-12-07 18:32:02,2025-12-07 13:32:18.444437,2025-12-07 14:56:36.970726,8.546627735588828,13.784883444498112,0.15471619594541303,22.766666666666666,2,ORLNY vs K
1551,2025-12-07 18:32:39,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,sell,76.0,,1,62.5638963895253,0.5469377171496451,0.6918108557070897,15.0,1327,-4,,,placed,2025-12-07 18:32:39,,,13.436103610474703,17.679083697993033,0.14487313855744455,22.116666666666667,2,ORLNY vs K
1552,2025-12-07 18:33:35,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,65.0,65.0,1,71.22011892549483,0.6413899660093426,0.7684219192633546,12.0,1304,-4,-4.0,0.33999999999999997,closed,2025-12-07 18:33:35,2025-12-07 13:34:09.556557,2025-12-07 14:56:37.090979,6.22011892549483,9.569413731530508,0.12703195325401195,21.733333333333334,2,ORLNY vs K
1553,2025-12-07 18:34:12,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,62.0,62.0,1,71.22708026985414,0.6414593000390726,0.768500916703134,15.0,1303,-4,-3.0,0.37,closed,2025-12-07 18:34:12,2025-12-07 13:36:55.976218,2025-12-07 14:56:37.232393,9.227080269854142,14.88238753202281,0.12704161666406144,21.716666666666665,2,ORLNY vs K
1554,2025-12-07 18:34:12,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,49.0,,1,56.07041898900794,0.47564519755633256,0.6337603801151294,15.0,1303,-5,,,placed,2025-12-07 18:34:12,,,7.0704189890079405,14.429426508179471,0.1581151825587968,21.716666666666665,5,ORLNY vs K
1555,2025-12-07 18:36:58,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,64.0,,1,71.41724666786602,0.6433557722792685,0.7706560526279527,13.0,1276,-3,,,placed,2025-12-07 18:36:58,,,7.417246667866024,11.589447918540664,0.12730028034868413,21.266666666666666,2,ORLNY vs K
1556,2025-12-07 18:37:51,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,71.0,71.0,1,79.45473534089699,0.7355822926745005,0.8391422549502918,8.0,1229,-3,-2.0,0.28,closed,2025-12-07 18:37:51,2025-12-07 13:39:42.415416,2025-12-07 14:56:37.385071,8.454735340896988,11.908077944925335,0.10355996227579134,20.483333333333334,2,ORLNY vs K
1557,2025-12-07 18:37:51,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,59.0,59.0,1,65.52604134396962,0.5750912117068577,0.7208325185750489,13.0,1229,-5,-4.0,0.4,closed,2025-12-07 18:37:51,2025-12-07 13:38:26.637024,2025-12-07 14:56:37.513666,6.526041343969624,11.061087023677327,0.1457413068681912,20.483333333333334,5,ORLNY vs K
1558,2025-12-07 18:38:29,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,59.0,,1,65.64370650510405,0.5760825966732632,0.7224386879212169,13.0,1205,-4,,,placed,2025-12-07 18:38:29,,,6.643706505104049,11.260519500176354,0.14635609124795368,20.083333333333332,5,ORLNY vs K
1559,2025-12-07 18:38:48,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,buy,49.0,49.0,1,58.92049730117386,0.5006446011349946,0.6634971429678395,10.0,1185,-10,-9.0,-0.5,closed,2025-12-07 18:38:48,2025-12-07 13:39:04.653708,2025-12-07 14:56:37.636353,9.92049730117386,20.24591285953849,0.1628525418328448,19.75,8,ORLNY vs K
1560,2025-12-07 18:38:48,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,66.0,,1,74.45563819126126,0.6748131010018079,0.7985834873065346,6.0,1185,-4,,,placed,2025-12-07 18:38:48,,,8.455638191261258,12.81157301706251,0.1237703863047267,19.75,5,ORLNY vs K
1561,2025-12-07 18:39:26,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,buy,38.0,,1,43.77612472615707,0.3473986298237075,0.5221448350233777,15.0,1150,-9,,,placed,2025-12-07 18:39:26,,,5.776124726157072,15.200328226729134,0.1747462051996702,19.166666666666668,8,ORLNY vs K
1562,2025-12-07 18:40:03,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,65.0,,1,72.72061671787856,0.656484415657694,0.7852752922387671,9.0,1106,-2,,,placed,2025-12-07 18:40:03,,,7.720616717878556,11.877871873659318,0.12879087658107313,18.433333333333334,2,ORLNY vs K
1563,2025-12-07 18:40:23,KXNBASPREAD-25DEC07ORLNYK-ORL4,25DEC07ORL,sell,17.0,,8,8.177134686461562,0.06138611464974808,0.11012105342717171,12.0,1106,10,,,placed,2025-12-07 18:40:23,,,8.822865313538438,51.899207726696694,0.04873493877742363,18.433333333333334,4,ORLNY vs K
1564,2025-12-07 18:41:40,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,sell,49.0,,1,30.524139067621768,0.22695556289891716,0.38911350798685596,14.0,1074,-4,,,placed,2025-12-07 18:41:40,,,18.475860932378232,37.705838637506595,0.1621579450879388,17.9,5,ORLNY vs K
1565,2025-12-07 18:42:38,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,sell,46.0,46.0,1,29.857010129461475,0.21945783163788074,0.3840100337383447,11.0,1020,-4,-5.0,-0.55,closed,2025-12-07 18:42:38,2025-12-07 13:43:54.913757,2025-12-07 14:56:37.764277,16.142989870538525,35.093456240301144,0.16455220210046395,17.0,5,ORLNY vs K
1566,2025-12-07 18:42:59,KXNBASPREAD-25DEC07ORLNYK-ORL4,25DEC07ORL,sell,26.0,,4,14.919878700101474,0.1128845078439733,0.19438078372352052,13.0,1020,10,,,placed,2025-12-07 18:42:59,,,11.080121299898526,42.61585115345587,0.08149627587954722,17.0,4,ORLNY vs K
1567,2025-12-07 18:43:38,KXNBASPREAD-25DEC07ORLNYK-ORL4,25DEC07ORL,sell,21.0,,4,14.732561248253017,0.1111856405663263,0.19216721783511315,14.0,1004,10,,,placed,2025-12-07 18:43:38,,,6.267438751746983,29.844946436890396,0.08098157726878685,16.733333333333334,4,ORLNY vs K
1568,2025-12-07 18:43:38,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,sell,64.0,,1,47.556265730928935,0.3886616336569342,0.5626059455801172,8.0,1004,-2,,,placed,2025-12-07 18:43:38,,,16.443734269071065,25.69333479542354,0.17394431192318305,16.733333333333334,2,ORLNY vs K
1569,2025-12-07 18:44:17,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,sell,60.0,60.0,1,47.38242450225496,0.38628017009552135,0.5624455944750223,8.0,965,-2,-3.0,-0.41000000000000003,closed,2025-12-07 18:44:17,2025-12-07 13:44:53.835273,2025-12-07 14:56:37.875075,12.617575497745037,21.029292496241727,0.17616542437950095,16.083333333333332,2,ORLNY vs K
1570,2025-12-07 18:44:57,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,sell,72.0,,1,47.33199105214869,0.3855893643956919,0.5623992299557462,17.0,954,-3,,,placed,2025-12-07 18:44:57,,,24.668008947851312,34.261123538682384,0.1768098655600543,15.9,2,ORLNY vs K
1571,2025-12-07 18:44:57,KXNBASPREAD-25DEC07ORLNYK-ORL1,25DEC07ORL,buy,13.0,,10,27.949076545701,0.2171970690500491,0.34919718544693,20.0,954,0,,,placed,2025-12-07 18:44:57,,,14.949076545701,114.99289650539231,0.13200011639688092,15.9,1,ORLNY vs K
1572,2025-12-07 18:46:34,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,66.0,,1,74.47064128045665,0.674493651317038,0.8044728857592018,8.0,912,-3,,,placed,2025-12-07 18:46:34,,,8.470641280456647,12.83430497038886,0.12997923444216386,15.2,2,ORLNY vs K
1573,2025-12-07 18:46:56,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,37.0,,10,74.63957528543772,0.6762567264670819,0.8062989337102908,37.0,895,-3,,,placed,2025-12-07 18:46:56,,,37.639575285437715,101.72858185253438,0.13004220724320892,14.916666666666666,2,ORLNY vs K
1574,2025-12-07 18:55:32,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,75.0,,1,80.44591827976217,0.7438214611370879,0.855546521907892,4.0,786,-3,,,placed,2025-12-07 18:55:32,,,5.445918279762168,7.2612243730162245,0.11172506077080413,13.1,2,ORLNY vs K
1575,2025-12-07 18:57:10,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,76.0,,1,81.30244094259396,0.7535927409389842,0.8637864350102911,3.0,720,-3,,,placed,2025-12-07 18:57:10,,,5.302440942593961,6.976895977097317,0.11019369407130686,12.0,2,ORLNY vs K
1576,2025-12-07 18:58:07,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,74.0,,1,81.30244094259396,0.7535927409389842,0.8637864350102911,13.0,720,-3,,,placed,2025-12-07 18:58:07,,,7.302440942593961,9.868163435937785,0.11019369407130686,12.0,2,ORLNY vs K
1577,2025-12-07 18:58:07,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,57.0,,1,62.69673910116601,0.5358830853775769,0.7125703445779106,14.0,720,-5,,,placed,2025-12-07 18:58:07,,,5.69673910116601,9.99427912485265,0.17668725920033368,12.0,5,ORLNY vs K
1578,2025-12-07 18:58:26,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,75.0,,1,81.30244094259396,0.7535927409389842,0.8637864350102911,12.0,720,-3,,,placed,2025-12-07 18:58:26,,,6.302440942593961,8.40325459012528,0.11019369407130686,12.0,2,ORLNY vs K
1579,2025-12-07 18:58:26,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,58.0,,1,62.69673910116601,0.5358830853775769,0.7125703445779106,13.0,720,-5,,,placed,2025-12-07 18:58:26,,,4.69673910116601,8.097826036493121,0.17668725920033368,12.0,5,ORLNY vs K
1580,2025-12-07 19:00:04,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,61.0,,1,74.48612597160394,0.6691161097989834,0.8110080688610389,14.0,705,-5,,,placed,2025-12-07 19:00:04,,,13.48612597160394,22.108403232137604,0.14189195906205554,11.75,5,ORLNY vs K
1581,2025-12-07 19:00:04,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,buy,43.0,,1,53.51516410405029,0.43390734380697715,0.632796516506549,15.0,705,-9,,,placed,2025-12-07 19:00:04,,,10.515164104050292,24.453870009419283,0.19888917269957185,11.75,8,ORLNY vs K
1582,2025-12-07 19:00:04,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,buy,26.0,,2,31.573186223122807,0.2204837782938259,0.41871842492104444,16.0,705,-10,,,placed,2025-12-07 19:00:04,,,5.573186223122807,21.435331627395414,0.19823464662721854,11.75,11,ORLNY vs K
1583,2025-12-07 19:00:24,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,84.0,,1,89.31451080694661,0.854184112520726,0.9245305604613492,5.0,687,-3,,,placed,2025-12-07 19:00:24,,,5.314510806946615,6.326798579698351,0.07034644794062317,11.45,2,ORLNY vs K
1584,2025-12-07 19:00:24,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,71.0,,1,74.6886051235611,0.6712134918006953,0.8132241734669785,11.0,687,-5,,,placed,2025-12-07 19:00:24,,,3.6886051235611035,5.195218483888878,0.14201068166628317,11.45,5,ORLNY vs K
1585,2025-12-07 19:00:44,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,buy,3.0,,10,50.59179671108408,0.39872229769842366,0.6081124872614951,47.0,680,-10,,,placed,2025-12-07 19:00:44,,,47.59179671108408,1586.3932237028025,0.20939018956307148,11.333333333333334,11,ORLNY vs K
1586,2025-12-07 19:00:44,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,buy,24.0,,10,72.38899235136606,0.6409021660120054,0.7954598544829198,58.0,680,-9,,,placed,2025-12-07 19:00:44,,,48.388992351366056,201.62080146402525,0.15455768847091433,11.333333333333334,8,ORLNY vs K
1587,2025-12-07 19:01:04,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,buy,27.0,,10,72.57667718488558,0.6427401618518787,0.7976350593581835,56.0,662,-9,,,placed,2025-12-07 19:01:04,,,45.57667718488558,168.80250809216884,0.1548948975063048,11.033333333333333,8,ORLNY vs K
1588,2025-12-07 19:01:24,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,buy,7.0,,10,63.96768902557282,0.5399709190803458,0.7279585677793715,53.0,646,-10,,,placed,2025-12-07 19:01:24,,,56.96768902557282,813.8241289367546,0.18798764869902573,10.766666666666667,11,ORLNY vs K
1589,2025-12-07 19:01:24,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,buy,63.0,,1,82.94269255163383,0.7688506130428603,0.8786392505939039,9.0,646,-9,,,placed,2025-12-07 19:01:24,,,19.942692551633826,31.655067542275916,0.10978863755104362,10.766666666666667,8,ORLNY vs K
1590,2025-12-07 19:01:24,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,74.0,74.0,1,93.91007954245205,0.9145003815829509,0.9579277733539356,18.0,646,-5,-4.0,0.25,closed,2025-12-07 19:01:24,2025-12-07 14:03:17.466641,2025-12-07 14:56:37.972683,19.910079542452053,26.905512895205476,0.04342739177098476,10.766666666666667,5,ORLNY vs K
1591,2025-12-07 19:01:24,KXNBASPREAD-25DEC07ORLNYK-NYK14,25DEC07ORL,buy,14.0,,10,40.722646457242675,0.29640391415598916,0.5168066688407169,43.0,646,0,,,placed,2025-12-07 19:01:24,,,26.722646457242675,190.87604612316196,0.22040275468472775,10.766666666666667,14,ORLNY vs K
1592,2025-12-07 19:01:44,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,buy,42.0,,3,63.96768902557282,0.5399709190803458,0.7279585677793715,27.0,646,-10,,,placed,2025-12-07 19:01:44,,,21.967689025572817,52.30402148945908,0.18798764869902573,10.766666666666667,11,ORLNY vs K
1593,2025-12-07 19:03:19,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,58.0,,3,93.91007954245205,0.9145003815829509,0.9579277733539356,37.0,646,-4,,,placed,2025-12-07 19:03:19,,,35.91007954245205,61.913930245606984,0.04342739177098476,10.766666666666667,5,ORLNY vs K
1594,2025-12-07 19:04:37,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,62.0,,2,94.12164058898703,0.9173740079356243,0.9595651513735615,36.0,628,-4,,,placed,2025-12-07 19:04:37,,,32.121640588987034,51.80909772417264,0.04219114343793717,10.466666666666667,5,ORLNY vs K
1595,2025-12-07 19:04:37,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,buy,47.0,,2,64.07087513033078,0.5405836060620349,0.7296930400284164,22.0,628,-10,,,placed,2025-12-07 19:04:37,,,17.070875130330776,36.3210109155974,0.18910943396638147,10.466666666666667,11,ORLNY vs K
1596,2025-12-07 19:05:15,KXNBASPREAD-25DEC07ORLNYK-NYK14,25DEC07ORL,sell,59.0,,5,27.187124747378554,0.17509179966373442,0.3791528648021643,22.0,590,0,,,placed,2025-12-07 19:05:15,,,31.812875252621446,53.92012754681601,0.2040610651384299,9.833333333333334,14,ORLNY vs K
1597,2025-12-07 19:05:54,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,72.0,,1,85.59758890976804,0.8040793786003457,0.8994013444849164,26.0,590,-4,,,placed,2025-12-07 19:05:54,,,13.597588909768035,18.885540152455604,0.09532196588457065,9.833333333333334,5,ORLNY vs K
1598,2025-12-07 19:06:14,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,buy,26.0,,7,42.93337012286377,0.3188583744387127,0.5428532921266725,36.0,565,-10,,,placed,2025-12-07 19:06:14,,,16.93337012286377,65.12834662639911,0.22399491768795987,9.416666666666666,11,ORLNY vs K
1599,2025-12-07 19:07:52,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,76.0,76.0,1,86.85437715189383,0.8196368728488747,0.9103333504026632,20.0,509,-4,-3.0,0.22999999999999998,closed,2025-12-07 19:07:52,2025-12-07 14:10:48.786316,2025-12-07 14:56:38.102193,10.854377151893829,14.2820751998603,0.09069647755378851,8.483333333333333,5,ORLNY vs K
1600,2025-12-07 19:08:11,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,buy,36.0,,1,42.32937396324247,0.31026743963409475,0.5416015636943087,34.0,501,-10,,,placed,2025-12-07 19:08:11,,,6.3293739632424675,17.581594342340185,0.23133412406021392,8.35,11,ORLNY vs K
1601,2025-12-07 19:09:11,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,69.0,,3,92.24205043414638,0.8921729633855024,0.9482394989704652,24.0,481,-3,,,placed,2025-12-07 19:09:11,,,23.24205043414638,33.68413106398026,0.05606653558496277,8.016666666666667,2,ORLNY vs K
1602,2025-12-07 19:09:31,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,buy,47.0,,1,53.10520496871574,0.42069539394248806,0.6449363478563171,31.0,449,-9,,,placed,2025-12-07 19:09:31,,,6.105204968715739,12.989797805778169,0.2242409539138291,7.483333333333333,8,ORLNY vs K
1603,2025-12-07 19:10:51,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,59.0,,1,64.46244133693935,0.5471693314528081,0.7439025229764292,37.0,410,-3,,,placed,2025-12-07 19:10:51,,,5.462441336939349,9.25837514735483,0.19673319152362112,6.833333333333333,5,ORLNY vs K
1604,2025-12-07 19:10:51,KXNBASPREAD-25DEC07ORLNYK-NYK2,25DEC07ORL,buy,82.0,,1,86.02424910862568,0.8099375626195001,0.9067989071415267,11.0,410,-3,,,placed,2025-12-07 19:10:51,,,4.024249108625682,4.907620864177661,0.09686134452202655,6.833333333333333,2,ORLNY vs K
1605,2025-12-07 19:11:12,KXNBASPREAD-25DEC07ORLNYK-NYK8,25DEC07ORL,buy,29.0,,2,36.601701527800415,0.2526774233012744,0.49274538896021,46.0,391,-9,,,placed,2025-12-07 19:11:12,,,7.601701527800415,26.21276388896695,0.24006796565893557,6.516666666666667,8,ORLNY vs K
1606,2025-12-07 19:11:51,KXNBASPREAD-25DEC07ORLNYK-NYK11,25DEC07ORL,buy,16.0,,10,26.12399808332253,0.15850482858847914,0.3813204861464829,29.0,391,-10,,,placed,2025-12-07 19:11:51,,,10.12399808332253,63.27498802076581,0.22281565755800375,6.516666666666667,11,ORLNY vs K
1607,2025-12-07 19:12:23,KXNBASPREAD-25DEC07ORLNYK-NYK5,25DEC07ORL,buy,13.0,,10,78.95268625350275,0.7173895720983685,0.8579175533840102,85.0,373,-3,,,placed,2025-12-07 19:12:23,,,65.95268625350275,507.32835579617495,0.1405279812856417,6.216666666666667,5,ORLNY vs K
