trade_id,timestamp,ticker,game_id,side,order_price,fill_price,size,model_fair_value,model_ci_lower,model_ci_upper,market_spread,seconds_remaining,position_before,position_after,realized_pnl,status,created_at,filled_at,closed_at,edge,edge_pct,ci_width,mins_remaining,spread_line,matchup
3230,2025-12-09 00:21:39,KXNBASPREAD-25DEC08SACIND-SAC9,25DEC08SAC,sell,75.0,,2,14.09652720565251,0.12915143229009685,0.1536798381834642,64.0,2522,0,,,placed,2025-12-09 00:21:39,,,60.90347279434749,81.20463039246333,0.024528405893367355,42.03333333333333,9,SACIN vs D
3231,2025-12-09 00:21:39,KXNBASPREAD-25DEC08SACIND-SAC3,25DEC08SAC,sell,74.0,,1,28.50320059611773,0.2666203635895019,0.3099672865997123,57.0,2522,0,,,placed,2025-12-09 00:21:39,,,45.49679940388227,61.482161356597665,0.04334692301021037,42.03333333333333,3,SACIN vs D
3232,2025-12-09 00:21:39,KXNBASPREAD-25DEC08SACIND-IND18,25DEC08SAC,sell,52.0,,3,9.798746454776662,0.07747860715045608,0.11281160281239308,51.0,2522,0,,,placed,2025-12-09 00:21:39,,,42.20125354522334,81.15625681773719,0.035332995661937,42.03333333333333,18,SACIN vs D
3233,2025-12-09 00:21:40,KXNBASPREAD-25DEC08SACIND-IND9,25DEC08SAC,sell,77.0,,1,29.722984939492612,0.26058706679436977,0.32235487864147766,75.0,2522,0,,,placed,2025-12-09 00:21:40,,,47.27701506050739,61.398720857801806,0.06176781184710789,42.03333333333333,9,SACIN vs D
3234,2025-12-09 00:21:40,KXNBASPREAD-25DEC08SACIND-SAC6,25DEC08SAC,sell,49.0,,2,20.55443287141785,0.1895033444247236,0.22411219615489075,40.0,2522,0,,,placed,2025-12-09 00:21:40,,,28.44556712858215,58.05217781343296,0.034608851730167145,42.03333333333333,6,SACIN vs D
3235,2025-12-09 00:21:40,KXNBASPREAD-25DEC08SACIND-IND6,25DEC08SAC,buy,14.0,,10,39.02865944246767,0.35233702033473363,0.41647216675290705,37.0,2522,0,,,placed,2025-12-09 00:21:40,,,25.02865944246767,178.7761388747691,0.06413514641817342,42.03333333333333,6,SACIN vs D
3236,2025-12-09 00:21:40,KXNBASPREAD-25DEC08SACIND-IND9,25DEC08SAC,buy,4.0,,10,29.722984939492612,0.26058706679436977,0.32235487864147766,75.0,2522,0,,,placed,2025-12-09 00:21:40,,,25.722984939492612,643.0746234873153,0.06176781184710789,42.03333333333333,9,SACIN vs D
3237,2025-12-09 00:21:40,KXNBASPREAD-25DEC08SACIND-IND12,25DEC08SAC,buy,5.0,,10,21.59070257305719,0.18298241297929987,0.23844292986495225,23.0,2522,0,,,placed,2025-12-09 00:21:40,,,16.59070257305719,331.8140514611438,0.05546051688565237,42.03333333333333,12,SACIN vs D
3238,2025-12-09 00:21:40,KXNBASPREAD-25DEC08PHXMIN-MIN3,25DEC08PHX,sell,69.0,,1,50.09288411827715,0.4670627761286017,0.5309281988359735,3.0,4586,0,,,placed,2025-12-09 00:21:40,,,18.907115881722852,27.40161721988819,0.06386542270737183,76.43333333333334,3,PHXMI vs N
3239,2025-12-09 00:22:18,KXNBASPREAD-25DEC08PHXMIN-MIN3,25DEC08PHX,sell,69.0,,1,50.09288411827715,0.4670627761286017,0.5309281988359735,3.0,4586,0,,,placed,2025-12-09 00:22:18,,,18.907115881722852,27.40161721988819,0.06386542270737183,76.43333333333334,3,PHXMI vs N
3240,2025-12-09 00:23:00,KXNBASPREAD-25DEC08SACIND-IND18,25DEC08SAC,sell,49.0,,3,10.894376130032065,0.08652516543452923,0.12476999653486577,47.0,2491,0,,,placed,2025-12-09 00:23:00,,,38.105623869967935,77.76657932646518,0.03824483110033654,41.516666666666666,18,SACIN vs D
