trade_id,timestamp,ticker,game_id,side,order_price,fill_price,size,model_fair_value,model_ci_lower,model_ci_upper,market_spread,seconds_remaining,position_before,position_after,realized_pnl,status,created_at,filled_at,closed_at,edge,edge_pct,ci_width,mins_remaining,spread_line,matchup
2205,2025-12-08 00:00:03,KXNBASPREAD-25DEC07DENCHA-CHA2,25DEC07DEN,sell,30.0,30.0,1,20.053056232232088,0.13746611167697143,0.2548656456840748,13.0,1445,10,9.0,0.29,closed,2025-12-08 00:00:03,2025-12-07 19:08:10.317172,2025-12-07 20:51:34.476208,9.946943767767912,33.156479225893044,0.1173995340071034,24.083333333333332,2,DENCH vs A
2206,2025-12-08 00:00:03,KXNBASPREAD-25DEC07DENCHA-DEN1,25DEC07DEN,buy,60.28840023910122,,1,63.53574002958449,0.5607742417876088,0.7134042301477902,8.0,1445,-1,,,placed,2025-12-08 00:00:03,,,3.2473397904832666,5.386342609199208,0.15262998836018138,24.083333333333332,1,DENCH vs A
2207,2025-12-08 00:00:03,KXNBASPREAD-25DEC07DENCHA-DEN4,25DEC07DEN,buy,46.70393704557967,,1,49.015123429365495,0.41658727781280125,0.5727642991342359,4.0,1445,-3,,,placed,2025-12-08 00:00:03,,,2.3111863837858238,4.948590054689121,0.15617702132143463,24.083333333333332,4,DENCH vs A
2208,2025-12-08 00:00:04,KXNBASPREAD-25DEC07DENCHA-DEN10,25DEC07DEN,buy,21.151220693599267,,1,22.172324342991033,0.16948708698259596,0.2817706230599163,9.0,1445,-4,,,placed,2025-12-08 00:00:04,,,1.0211036493917653,4.827634604090577,0.11228353607732033,24.083333333333332,10,DENCH vs A
2209,2025-12-08 00:00:04,KXNBASPREAD-25DEC07DENCHA-DEN7,25DEC07DEN,buy,33.63989819316136,,1,34.619758663189,0.2850638479153369,0.42283387402798367,6.0,1445,-5,,,placed,2025-12-08 00:00:04,,,0.9798604700276456,2.9127926142976293,0.13777002611264677,24.083333333333332,7,DENCH vs A
2210,2025-12-08 00:00:04,KXNBASPREAD-25DEC07DENCHA-DEN13,25DEC07DEN,buy,11.836513633156983,,1,12.782747258273586,0.08811089131516925,0.1684572038216472,15.0,1445,-3,,,placed,2025-12-08 00:00:04,,,0.9462336251166032,7.994191993037295,0.08034631250647795,24.083333333333332,13,DENCH vs A
2211,2025-12-08 00:00:26,KXNBASPREAD-25DEC07DENCHA-DEN16,25DEC07DEN,buy,6.0,,1,6.599754891298149,0.04016567786570502,0.08970835739677807,19.0,1445,-5,,,placed,2025-12-08 00:00:26,,,0.599754891298149,9.99591485496915,0.04954267953107305,24.083333333333332,16,DENCH vs A
2212,2025-12-08 00:00:48,KXNBASPREAD-25DEC07PORMEM-MEM4,25DEC07POR,buy,11.0,,10,96.59749744196287,0.9535749141309331,0.9826862354091531,82.0,1831,0,,,placed,2025-12-08 00:00:48,,,85.59749744196287,778.159067654208,0.029111321278220026,30.516666666666666,4,PORME vs M
2213,2025-12-08 00:00:48,KXNBASPREAD-25DEC07DENCHA-DEN1,25DEC07DEN,buy,51.876674175878705,,1,55.174147100368955,0.4751362341133387,0.6305513965850194,5.0,1445,-1,,,placed,2025-12-08 00:00:48,,,3.2974729244902505,6.356369171452185,0.15541516247168063,24.083333333333332,1,DENCH vs A
2214,2025-12-08 00:00:48,KXNBASPREAD-25DEC07DENCHA-DEN7,25DEC07DEN,buy,26.294847517758445,,1,27.02992613469949,0.21495201146338594,0.33912304573788843,5.0,1445,-5,,,placed,2025-12-08 00:00:48,,,0.7350786169410455,2.7955234060384035,0.12417103427450249,24.083333333333332,7,DENCH vs A
2215,2025-12-08 00:00:49,KXNBASPREAD-25DEC07DENCHA-DEN10,25DEC07DEN,buy,15.592654027010873,,1,16.291111518589773,0.11796492410929982,0.21232367364146087,8.0,1445,-4,,,placed,2025-12-08 00:00:49,,,0.6984574915788997,4.479400943347902,0.09435874953216106,24.083333333333332,10,DENCH vs A
2216,2025-12-08 00:00:49,KXNBASPREAD-25DEC07DENCHA-DEN13,25DEC07DEN,buy,8.197911316764682,,2,8.80969502046458,0.056926800858781434,0.11869256217544244,16.0,1445,-3,,,placed,2025-12-08 00:00:49,,,0.6117837036998992,7.462677748767605,0.061765761316661005,24.083333333333332,13,DENCH vs A
2217,2025-12-08 00:01:11,KXNBASPREAD-25DEC07DENCHA-DEN4,25DEC07DEN,buy,38.27074630171653,,1,40.47560333231131,0.3372889624460492,0.4875587974790927,4.0,1442,-3,,,placed,2025-12-08 00:01:11,,,2.2048570305947806,5.761207302340711,0.15026983503304348,24.033333333333335,4,DENCH vs A
